번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
10797,동물약국,02_03_02_P,4170000,4.17E+17,20120322,,3,폐업,2,폐업,20211013,,,,,55,,경기도 양평군 강하면 운심리 243-1,경기도 양평군 강하면 강남로 118,12574,강하약국,2.0211E+13,U,40:00.0,,235359.7372,443534.1056,동물약국,,0,0
10798,동물약국,02_03_02_P,3830000,3.83E+17,20130719,,3,폐업,2,폐업,20190711,,,,031-476-3838,68.61,,경기도 안양시 동안구 비산동 1033-3번지,"경기도 안양시 동안구 평촌대로 352, 1층 (비산동, 성준빌딩)",13941,메디칼온누리약국,2.01907E+13,U,40:00.0,,195528.5344,433339.8171,동물약국,,0,
10799,동물약국,02_03_02_P,3830000,3.83E+17,20041122,,3,폐업,2,폐업,20070221,,,,031-423-1236,42,,경기도 안양시 동안구 평촌동 21-2   번지 밀레니엄프라자 109호,,,코끼리약국,2.00702E+13,I,59:59.0,,,,동물약국,,0,
10800,동물약국,02_03_02_P,3830000,3.83E+17,20130819,,3,폐업,2,폐업,20150205,,,,031-468-3001,142,,경기도 안양시 만안구 안양동 676-91번지,경기도 안양시 만안구 안양로 303 (안양동),14001,삼세종합약국,2.01502E+13,I,59:59.0,,192916.1446,432971.7763,동물약국,,0,
10801,동물약국,02_03_02_P,3830000,3.83E+17,20040305,,3,폐업,2,폐업,20100125,,,,031-471-4122,87.36,,경기도 안양시 만안구 석수동 317-15번지 지상1층,,,세화약국,2.01001E+13,I,59:59.0,,192070.0315,434277.0196,동물약국,,0,
10802,동물약국,02_03_02_P,3830000,3.83E+17,20040319,,3,폐업,2,폐업,20151020,,,,031-421-5918~9,65,,경기도 안양시 동안구 평촌동 56-1번지,경기도 안양시 동안구 흥안대로434번길 19-21 (평촌동),14062,평촌약국,2.0151E+13,I,59:59.0,,197835.1684,432383.7487,동물약국,,0,
10803,동물약국,02_03_02_P,3830000,3.83E+17,20130624,,3,폐업,2,폐업,20151216,,,,031-465-1320,52.8,,경기도 안양시 만안구 안양동 856-4번지,경기도 안양시 만안구 안양로 408 (안양동),13989,한솔온누리약국,2.01512E+13,I,59:59.0,,192390.5609,433900.7982,동물약국,,0,
10804,동물약국,02_03_02_P,3830000,3.83E+17,20130624,,3,폐업,2,폐업,20171208,,,,031-471-2829,69.73,,경기도 안양시 만안구 석수동 785번지,경기도 안양시 만안구 와룡로 34 (석수동),13974,충훈당약국,2.01712E+13,I,59:59.0,,190877.3962,433925.3694,동물약국,,0,
10805,동물약국,02_03_02_P,3830000,3.83E+17,20130705,,3,폐업,2,폐업,20140716,,,,031-455-7900,219.52,,경기도 안양시 동안구 호계동 995-5번지,경기도 안양시 동안구 경수대로 558 (호계동),14112,그린프라자약국,2.01501E+13,I,59:59.0,,196227.0479,430052.403,동물약국,,0,
10806,동물약국,02_03_02_P,3830000,3.83E+17,20130709,,3,폐업,2,폐업,20140602,,,,031-465-5575,43.2,,경기도 안양시 동안구 비산동 521-6번지,경기도 안양시 동안구 임곡로 44 (비산동),13924,원약국,2.01406E+13,I,59:59.0,,193966.0444,433461.8915,동물약국,,0,
10807,동물약국,02_03_02_P,3910000,3.91E+17,20180516,,3,폐업,2,폐업,20190711,,,,031-618-9588,,,경기도 평택시 비전동 1027-3번지 골든프라자 102호,"경기도 평택시 비전3로 25, 골든프라자 102호 (비전동)",17852,솔약국,2.01907E+13,U,40:00.0,,209256.3424,388982.146,동물약국,,0,
10808,동물약국,02_03_02_P,3830000,3.83E+17,20160609,,3,폐업,2,폐업,20180406,,,,031-392-1105,,,경기도 안양시 만안구 안양동 622-315번지,경기도 안양시 만안구 장내로140번길 30 (안양동),13996,유약국,2.01804E+13,I,59:59.0,,193188.4842,432709.797,동물약국,,0,
10809,동물약국,02_03_02_P,3830000,3.83E+17,20160927,,3,폐업,2,폐업,20180911,,,,031-442-8277,,,경기도 안양시 동안구 비산동 554-2번지,"경기도 안양시 동안구 관악대로 91, 1층 102호 (비산동, 대림타워)",13925,비산종로약국,2.01809E+13,U,40:00.0,,194072.3417,432979.7223,동물약국,,0,
10810,동물약국,02_03_02_P,3830000,3.83E+17,20040507,,3,폐업,2,폐업,20041118,,,,031-423-1236,30.25,,경기도 안양시 동안구 평촌동 21-2   번지 밀레니엄프라자 109호,,,코끼리약국,2.00411E+13,I,59:59.0,,,,동물약국,,0,
10811,동물약국,02_03_02_P,3830000,3.83E+17,20040519,,3,폐업,2,폐업,20040831,,,,031-383-0886,35,,경기도 안양시 동안구 평촌동 361번지 베스트타운상가 105호,,,자연건강약국,2.00408E+13,I,59:59.0,,196487.5305,431482.8557,동물약국,,0,
10812,동물약국,02_03_02_P,4050000,5.62E+17,20140211,,3,폐업,2,폐업,20190422,,,,031-323-5561,40.61,,,"경기도 용인시 처인구 금학로 91, 상가동 101호 (삼가동, 우남퍼스트빌아파트)",17017,용인보건동물약국,2.01904E+13,U,40:00.0,,215295.2852,415452.8887,동물약국,,0,
10813,동물약국,02_03_02_P,4050000,5.62E+17,20170414,,3,폐업,2,폐업,20170721,,,,031-262-7998,,,,경기도 용인시 처인구 백옥대로1068번길 9 (김량장동),17063,정문약국,2.01707E+13,I,59:59.0,,218665.787,414392.5047,동물약국,,0,
10814,동물약국,02_03_02_P,4050000,4.05E+17,20030626,,3,폐업,2,폐업,20090915,,,,,0,,경기도 용인시 기흥구 마북동 524-1번지,,,굿모닝약국,2.00909E+13,I,59:59.0,,209477.0029,421985.2084,동물약국,,0,
10815,동물약국,02_03_02_P,4050000,4.05E+17,20030626,,3,폐업,2,폐업,20080101,,,,264-4972,0,,경기도 용인시 수지구 풍덕천동 706번지,경기도 용인시 수지구 정평로 132 (풍덕천동),16837,한빛프라자약국,2.0111E+13,I,59:59.0,,208345.4341,424760.4308,동물약국,,0,
10816,동물약국,02_03_02_P,4050000,4.05E+17,20040323,,3,폐업,2,폐업,20050825,,,,281-3388,0,,경기도 용인시 기흥구 신갈동 71-12번지,경기도 용인시 기흥구 신갈로 45 (신갈동),17064,신갈현대약국,2.0111E+13,I,59:59.0,,209282.1308,418758.0753,동물약국,,0,
10817,동물약국,02_03_02_P,4050000,4.05E+17,20040416,,3,폐업,2,폐업,20060626,,,,272-4212,0,,경기도 용인시 수지구 상현동 257-22  번지,,,소망이있는약국,2.00606E+13,I,59:59.0,,,,동물약국,,0,
10818,동물약국,02_03_02_P,4050000,4.05E+17,20040416,,3,폐업,2,폐업,20080513,,,,332-8741,0,,경기도 용인시 처인구 포곡읍 삼계리 491-1  번지 진형월드(아)상가 101동 2호,,,새양지약국,2.00805E+13,I,59:59.0,,,,동물약국,,0,
10819,동물약국,02_03_02_P,3830000,3.83E+17,20130812,,3,폐업,2,폐업,20170418,,,,031-387-0705,21.48,,경기도 안양시 동안구 평촌동 314번지 홈타운상가 105호,"경기도 안양시 동안구 귀인로 210, 105호 (평촌동, 홈타운상가)",14103,자연주의약국,2.01704E+13,I,59:59.0,,196671.0096,431483.8046,동물약국,,0,
10820,동물약국,02_03_02_P,4050000,4.05E+17,20040514,,3,폐업,2,폐업,20050201,,,,264-1531,80,,경기도 용인시 수지구 성복동 129-1   번지,,,플러스약국,2.00502E+13,I,59:59.0,,,,동물약국,,0,
10821,동물약국,02_03_02_P,4050000,4.05E+17,20040524,,3,폐업,2,폐업,20180625,,,,,60,,경기도 용인시 수지구 신봉동 택지개발지구17블럭,,,모범약국,2.01806E+13,I,59:59.0,,,,동물약국,,0,
10822,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20170913,,,,031-658-8275,,,경기도 평택시 평택동 33-15번지,,,유림약국,2.01709E+13,I,59:59.0,,207882.7302,388024.8308,동물약국,,0,
10823,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20160831,,,,031-618-7143,0,,경기도 평택시 평택동 292-6번지,,,고려사약국,2.01609E+13,I,59:59.0,,207928.1773,387797.8594,동물약국,,0,
10824,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20210628,,,,031-655-0956,,,경기도 평택시 평택동 43-1,경기도 평택시 평택2로20번길 4 (평택동),17909,인영온누리약국,2.02106E+13,U,40:00.0,,207818.2586,387921.5645,동물약국,,0,
10825,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20210623,,,,031-658-6116,,,경기도 평택시 합정동 672-33,경기도 평택시 중앙로 84 (합정동),17909,평택프라자약국,2.02106E+13,U,40:00.0,,208152.9297,388004.3802,동물약국,,0,
10826,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20170912,,,,031-655-5466,,,경기도 평택시 통복동 85-27번지,,,경기약국,2.01709E+13,I,59:59.0,,207563.4123,388184.8624,동물약국,,0,
10827,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20180430,,,,031-655-6252,,,경기도 평택시 통복동 100-1번지,,,동서동물약국,2.01804E+13,I,59:59.0,,207316.7101,388303.2281,동물약국,,0,
10828,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20220613,,,,031-655-2787,,,경기도 평택시 통복동 86-5,,,한남약국,2.02206E+13,U,40:00.0,,207425.4782,388221.388,동물약국,,0,0
10829,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20141121,,,,031-652-8484,,,경기도 평택시 통복동 112-7번지,경기도 평택시 통복로32번길 3 (통복동),17918,현대동물약국,2.01411E+13,I,59:59.0,,207341.2658,388141.9658,동물약국,,0,
10830,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20170804,,,,031-684-0123,,,경기도 평택시 안중읍 안중리 297-1번지 서경빌딩 1층,,,광혜당약국,2.01708E+13,I,59:59.0,,193926.3701,387282.4158,동물약국,,0,
10831,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20151130,,,,031-682-32245,,,경기도 평택시 안중읍 안중리 292-17,,,애니동물약국,2.02103E+13,U,40:00.0,,193775.9263,387449.044,동물약국,,0,
10832,동물약국,02_03_02_P,3910000,3.91E+17,20130708,,3,폐업,2,폐업,20141023,,,,031-684-0445,,,경기도 평택시 안중읍 안중리 294-4번지,경기도 평택시 안중읍 안현로 421,17936,농민약국,2.0141E+13,I,59:59.0,,193814.6616,387324.8377,동물약국,,0,
10833,동물약국,02_03_02_P,3910000,3.91E+17,20130722,,3,폐업,2,폐업,20140827,,,,031-656-8911,,,경기도 평택시 합정동 741번지,경기도 평택시 중앙로 102 (합정동),17908,평택온누리약국,2.01408E+13,I,59:59.0,,208325.298,387963.4915,동물약국,,0,
10834,동물약국,02_03_02_P,3910000,3.91E+17,20130808,,3,폐업,2,폐업,20180709,,,,611-4048,,,경기도 평택시 서정동 782-7번지,경기도 평택시 서정북로 79 (서정동),17766,하나약국,2.01807E+13,I,59:59.0,,205106.8043,396591.8106,동물약국,,0,
10835,동물약국,02_03_02_P,3910000,3.91E+17,20130828,,3,폐업,2,폐업,20180419,,,,031-682-1890,0,,경기도 평택시 안중읍 안중리 289-3,경기도 평택시 안중읍 안현로서2길 20,17936,새성신약국,2.02106E+13,U,40:00.0,,193657.6858,387411.115,동물약국,,0,
10836,동물약국,02_03_02_P,3830000,3.83E+17,20130814,,3,폐업,2,폐업,20150223,,,,031-468-7969,30.31,,경기도 안양시 만안구 안양동 676-116번지,경기도 안양시 만안구 안양로 283 (안양동),14001,희망약국,2.01502E+13,I,59:59.0,,193019.957,432830.5358,동물약국,,0,
10837,동물약국,02_03_02_P,3910000,3.91E+17,20131001,,3,폐업,2,폐업,20210630,,,,031-655-5581,,,경기도 평택시 세교동 560 현대향촌아파트상가105호,"경기도 평택시 세교3로 8 (세교동, 상가 105호)",17832,한라약국,2.02107E+13,U,40:00.0,,207010.4625,388828.925,동물약국,,0,
10838,동물약국,02_03_02_P,3910000,3.91E+17,20140813,,3,폐업,2,폐업,20160822,,,,6838868,0,,경기도 평택시 포승읍 도곡리 1143-12번지,"경기도 평택시 포승읍 여술로 21, 103호",17955,햇빛약국,2.01608E+13,I,59:59.0,,186135.6922,387419.3597,동물약국,,0,
10839,동물약국,02_03_02_P,4050000,4.05E+17,20040622,,3,폐업,2,폐업,20090730,,,,263-4737,27,,경기도 용인시 수지구 상현동 30번지 성원B상가 103호,,,우리약국,2.01605E+13,I,59:59.0,,208126.3461,423423.793,동물약국,,0,
10840,동물약국,02_03_02_P,4050000,4.05E+17,20040623,,3,폐업,2,폐업,20121217,,,,,130,,경기도 용인시 수지구 풍덕천동 705-4   번지,,,남서울약국,2.01212E+13,I,59:59.0,,,,동물약국,,0,
10841,동물약국,02_03_02_P,4050000,4.05E+17,20040703,,3,폐업,2,폐업,20050921,,,,,40,,경기도 용인시 수지구 죽전동 852-5 번지 추전빌딩 B동 102호,,,소정약국,2.00509E+13,I,59:59.0,,,,동물약국,,0,
10842,동물약국,02_03_02_P,4050000,4.05E+17,20040719,,3,폐업,2,폐업,20090911,,,,262-5666,72,,경기도 용인시 수지구 풍덕천동 703번지 동보(아)상가 106호,,,대학당약국,2.00909E+13,I,59:59.0,,208625.2971,424863.6095,동물약국,,0,
10843,동물약국,02_03_02_P,4050000,4.05E+17,20040726,,3,폐업,2,폐업,20070108,,,,304-8914,0,,경기도 용인시 수지구 풍덕천동 1080-1번지,,,하나약국,2.00701E+13,I,59:59.0,,208270.048,424426.6687,동물약국,,0,
10844,동물약국,02_03_02_P,4050000,4.05E+17,20040830,,3,폐업,2,폐업,20051130,,,,276-9872,0,,경기도 용인시 수지구 성복동 276-1번지 벽산프라자 B-4,,,수지약국,2.00512E+13,I,59:59.0,,205973.4463,423887.1062,동물약국,,0,
10845,동물약국,02_03_02_P,4050000,4.05E+17,20041030,,3,폐업,2,폐업,20041221,,,,896-2468,0,,경기도 용인시 수지구 죽전동 2004-4번지 죽전에메랄드죤 209호,,,죽전웰빙약국,2.00412E+13,I,59:59.0,,,,동물약국,,0,
10846,동물약국,02_03_02_P,3830000,3.83E+17,20130814,,3,폐업,2,폐업,20201109,,,,031-388-7746,25.7,,경기도 안양시 동안구 비산동 360-8 동아상가 A동 108호,경기도 안양시 동안구 관악대로213번길 15 (비산동),13919,새관악약국,2.02011E+13,U,40:00.0,,195198.4693,433173.2764,동물약국,,0,
10847,동물약국,02_03_02_P,3830000,3.83E+17,20130814,,3,폐업,2,폐업,20140708,,,,031-469-4267,33,,경기도 안양시 동안구 평촌동 361번지 베스트타운 202호,"경기도 안양시 동안구 귀인로 198, 202호 (평촌동, 베스트타운)",14103,시티약국,2.01407E+13,I,59:59.0,,196487.5305,431482.8557,동물약국,,0,
10848,동물약국,02_03_02_P,3910000,3.91E+17,20140818,,3,폐업,2,폐업,20210630,,,,7042565543,0,,경기도 평택시 통복동 111-15,경기도 평택시 중앙로 2 (통복동),17911,녹십자약국,2.02106E+13,U,40:00.0,,207371.3482,388196.714,동물약국,,0,
10849,동물약국,02_03_02_P,3910000,3.91E+17,20150306,,3,폐업,2,폐업,20150423,,,,031-686-8690,0,,경기도 평택시 청북면 옥길리 1162-1 한남프라자,"경기도 평택시 청북면 안청로 332, 102호 (한남프라자)",17808,청북온누리약국,2.02106E+13,U,40:00.0,,192518.414,390960.6002,동물약국,,0,
10850,동물약국,02_03_02_P,4170000,4.17E+17,20150526,,3,폐업,2,폐업,20151013,,,,031-773-3201,,,경기도 양평군 용문면 다문리 720-3번지,경기도 양평군 용문면 용문로 349,12521,평화약국,2.0151E+13,I,59:59.0,,252346.849,442584.6962,동물약국,,0,
10851,동물약국,02_03_02_P,3830000,3.83E+17,20130712,,3,폐업,2,폐업,20150702,,,,031-386-1256,31.98,,경기도 안양시 동안구 관양동 1403-5번지,경기도 안양시 동안구 관평로 314 (관양동),13937,튼튼약국,2.01507E+13,I,59:59.0,,196179.5726,433594.7337,동물약국,,0,
10852,동물약국,02_03_02_P,3830000,3.83E+17,20130814,,3,폐업,2,폐업,20150311,,,,031-449-9368,84,,경기도 안양시 만안구 안양동 845-12번지 21통2반,경기도 안양시 만안구 만안로 287 (안양동),13991,경희약국,2.01503E+13,I,59:59.0,,192728.7849,433673.4513,동물약국,,0,
10853,동물약국,02_03_02_P,4000000,4E+17,20171025,,3,폐업,2,폐업,20200328,,,,,0,,경기도 오산시 원동 404-1번지 신한프라자B 111호,"경기도 오산시 경기대로 153, 111호 (원동, 신한프라자B)",18143,오산동물사랑약국,2.02004E+13,U,40:00.0,,206436.2421,404062.3789,동물약국,,0,
10854,동물약국,02_03_02_P,4000000,4E+17,20171124,,3,폐업,2,폐업,20211115,,,,031-374-7275,,,경기도 오산시 오산동 870-1 세명프라자,"경기도 오산시 성호대로 89, 1층 105호 (오산동)",18135,건강약국,2.02111E+13,U,40:00.0,,206273.9665,405261.6769,동물약국,,0,0
10855,동물약국,02_03_02_P,4000000,4E+17,20171222,,3,폐업,2,폐업,20220421,,,,,,,경기도 오산시 오산동 875-13 메디타워,"경기도 오산시 오산로 235, 메디타워 1층 104호 (오산동)",18137,그린약국,2.02204E+13,U,40:00.0,,205998.6418,405131.5669,동물약국,,0,0
10856,동물약국,02_03_02_P,4000000,4E+17,20171222,,3,폐업,2,폐업,20200619,,,,031-376-2988,,,경기도 오산시 오산동 880-6번지 오산프라자,"경기도 오산시 대원로 7, 오산프라자 (오산동)",18138,신세계약국,2.02006E+13,U,40:00.0,,206092.8766,405000.3439,동물약국,,0,
10857,동물약국,02_03_02_P,4000000,4E+17,20171222,,3,폐업,2,폐업,20220622,,,,031-376-0033,,,경기도 오산시 오산동 872-1,경기도 오산시 시장길 6 (오산동),18136,우리약국,2.02206E+13,U,40:00.0,,206075.9413,405293.6001,동물약국,,0,0
10858,동물약국,02_03_02_P,4170000,4.17E+17,20130529,,3,폐업,2,폐업,20151120,,,,031-772-2158,309.81,,,경기도 양평군 양평읍 시민로 29,12557,청해동물약국,2.01711E+13,I,59:59.0,,243684.1256,443244.4797,동물약국,,0,
10859,동물약국,02_03_02_P,4170000,4.17E+17,20140605,,3,폐업,2,폐업,20200123,,,,031-772-7778,53.78,,,경기도 양평군 양서면 양수로 149-3,12585,양수동물약국(정성약국),2.02001E+13,U,40:00.0,,228168.4958,449145.0988,동물약국,,0,
10860,동물약국,02_03_02_P,3200000,3.2E+17,20190523,,3,폐업,2,폐업,20200430,,,,02-853-3352,,,서울특별시 관악구 신림동 543-7번지 1층,"서울특별시 관악구 남부순환로 1451, 1층 (신림동)",8767,서울샤인약국,2.02005E+13,U,40:00.0,,192148.6519,442164.3918,동물약국,,0,
10861,동물약국,02_03_02_P,5680000,5.68E+17,20190523,,3,폐업,2,폐업,20201016,,,,041-352-6391,,,충청남도 당진시 송악읍 기지시리 148,충청남도 당진시 송악읍 반촌로 70-17,31733,힐링약국,2.0201E+13,U,40:00.0,,172582.5673,377872.4709,동물약국,,0,
10862,동물약국,02_03_02_P,3530000,3.53E+17,20190618,,3,폐업,2,폐업,20201118,,,,032-469-7585,,,인천광역시 남동구 서창동 720-3 HK프라자 103호,"인천광역시 남동구 서창남로 16-1, HK프라자 103호 (서창동)",21618,내보람약국,2.02011E+13,U,40:00.0,,177985.4641,435523.0141,동물약국,,0,
10863,동물약국,02_03_02_P,4010000,4.01E+17,20190430,,3,폐업,2,폐업,20200518,,,,031-449-6550,,,경기도 시흥시 정왕동 1726-2번지 광개토빌딩2 117호,"경기도 시흥시 정왕대로 178, 광개토빌딩2 117호 (정왕동)",15036,미소지우약국,2.02005E+13,U,40:00.0,,176352.575,427337.8093,동물약국,,0,
10864,동물약국,02_03_02_P,5380000,5.38E+17,20190612,,3,폐업,2,폐업,20200827,,,,055-246-7514,,,경상남도 양산시 물금읍 가촌리 1292 라피에스타 지하1층 B-022~025호,"경상남도 양산시 물금읍 증산역로 177, 라피에스타 지하1층 B-022~025호",50653,보근약국,2.02008E+13,U,40:00.0,,382680.0115,203015.6519,동물약국,,0,
10865,동물약국,02_03_02_P,3140000,3.14E+17,20190625,,3,폐업,2,폐업,20210504,,,,02-6082-0792,,,서울특별시 양천구 신정동 311 목동신시가지아파트10단지 B상가동 108호,"서울특별시 양천구 목동서로 400, B상가동 108호 (신정동, 목동신시가지아파트10단지)",8090,소망이 샘솟는 느티나무 한약국,2.02105E+13,U,40:00.0,,187437.0378,446140.0687,동물약국,,0,
10866,동물약국,02_03_02_P,4090000,4.09E+17,20190607,,3,폐업,2,폐업,20211231,,,,031-989-9240,,,경기도 김포시 사우동 937 하나메디칼센타,"경기도 김포시 김포대로 859, 하나메디칼센타 (사우동)",10108,뉴하나메디칼약국,2.02202E+13,U,40:00.0,,175069.2914,457598.2287,동물약국,,0,0
10867,동물약국,02_03_02_P,3070000,3.07E+17,20190925,,3,폐업,2,폐업,20210706,,,,02-921-9971,,,서울특별시 성북구 동선동4가 111-1 골든타워,"서울특별시 성북구 동소문로 125, 골든타워 1층 101호 (동선동4가)",2829,새성신약국,2.02107E+13,U,40:00.0,,201539.7041,454648.7484,동물약국,,0,0
10868,동물약국,02_03_02_P,3290000,3.29E+17,20190926,,3,폐업,2,폐업,20200121,,,,807-0020,,,부산광역시 부산진구 부전동 257-53번지 부전동근린생활시설,"부산광역시 부산진구 서면로 68, 부전동근린생활시설 (부전동)",47286,드림약국,2.02001E+13,U,40:00.0,,387448.8331,186133.316,동물약국,,0,
10869,동물약국,02_03_02_P,3920000,3.92E+17,20190926,,3,폐업,2,폐업,20191223,,,,,,,경기도 동두천시 지행동 718-2번지 성지에스앤비타워,"경기도 동두천시 지행로 50, 성지에스앤비타워 4층 403호 (지행동)",11350,수약국,2.01912E+13,U,40:00.0,,204557.1023,487718.1146,동물약국,,0,
10870,동물약국,02_03_02_P,3670000,3.67E+17,20190927,,3,폐업,2,폐업,20220903,,,,,,,대전광역시 유성구 도룡동 395-11 옥토빌딩 104호,"대전광역시 유성구 대덕대로 582, 옥토빌딩 1층 104호 (도룡동)",34121,메디치약국,2.02209E+13,U,40:00.0,,233935.82,320517.1185,동물약국,,0,0
10871,동물약국,02_03_02_P,3330000,3.33E+17,20190922,,3,폐업,2,폐업,20211207,,,,,,,부산광역시 해운대구 우동 1544 해운대 동백 두산위브더제니스 104동 B106호,"부산광역시 해운대구 해운대로 540, 104동 B106호 (우동, 해운대 동백 두산위브더제니스)",48093,동백수약국,2.02112E+13,U,40:00.0,,395920.653,186645.6904,동물약국,,0,0
10872,동물약국,02_03_02_P,3370000,3.37E+17,20190801,,3,폐업,2,폐업,20211117,,,,051-861-4722,,,부산광역시 연제구 연산동 686-6 상원빌딩,"부산광역시 연제구 월드컵대로 52, 상원빌딩 1층 (연산동)",47590,연산박하약국,2.02111E+13,U,40:00.0,,389860.0012,188649.6873,동물약국,,0,0
10873,동물약국,02_03_02_P,4490000,5.66E+17,20190923,,3,폐업,2,폐업,20200326,,,,041-551-3322,8782,,충청남도 천안시 서북구 성성동 685번지 106호,"충청남도 천안시 서북구 성성8로 2-30, 106호 (성성동)",31078,성성올리브약국,2.02003E+13,U,40:00.0,,,,동물약국,,0,0
10874,동물약국,02_03_02_P,4490000,5.66E+17,20190923,,3,폐업,2,폐업,20200831,,,,041-555-5559,8921.01,,충청남도 천안시 서북구 성성동 694 105호,"충청남도 천안시 서북구 성성9로 7, 105호 (성성동)",31078,이화약국,2.02008E+13,U,40:00.0,,,,동물약국,,0,0
10875,동물약국,02_03_02_P,4030000,4.03E+17,20190927,,3,폐업,2,폐업,20200121,,,,,,,경기도 의왕시 학의동 687-2번지 의왕백운해링턴플레이스 1단지,"경기도 의왕시 백운중앙로 46, 225호 (학의동, 의왕백운해링턴플레이스 1단지)",16016,백운온누리약국,2.02001E+13,U,40:00.0,,200315.2776,429842.9492,동물약국,,0,
10876,동물약국,02_03_02_P,3830000,3.83E+17,20190701,,3,폐업,2,폐업,20200103,,,,031-381-2221,,,경기도 안양시 동안구 관양동 1400-4번지,"경기도 안양시 동안구 관평로 313, 1층 (관양동)",13936,안양동물약국,2.02001E+13,U,40:00.0,,196135.2583,433566.9863,동물약국,,0,
10877,동물약국,02_03_02_P,4190000,4.19E+17,20190930,,3,폐업,2,폐업,20220715,,,,742-2067,206.9,,강원도 원주시 학성동 998-1,"강원도 원주시 남산로 224, 1층 (학성동)",26416,모범약국,2.02207E+13,U,40:00.0,,283494.0699,428580.8039,동물약국,,0,0
10878,동물약국,02_03_02_P,5020000,5.02E+17,20190724,,3,폐업,2,폐업,20191030,,,,,,,경상북도 포항시 남구 상도동 33-147번지,"경상북도 포항시 남구 상대로 79, 1층 (상도동)",37765,쌍사약국,2.0191E+13,U,40:00.0,,412309.2048,281994.9099,동물약국,,0,
10879,동물약국,02_03_02_P,3090000,3.09E+17,20190827,,3,폐업,2,폐업,20210205,,,,02-999-0105,,,서울특별시 도봉구 창동 75-13,서울특별시 도봉구 노해로65길 10 (창동),1405,더튼튼약국,2.02102E+13,U,40:00.0,,204044.901,461047.6557,동물약국,,0,
10880,동물약국,02_03_02_P,3060000,3.06E+17,20190827,,3,폐업,2,폐업,20200810,,,,433-7582,,,서울특별시 중랑구 망우동 460-27 현문학원,서울특별시 중랑구 봉우재로 232 (망우동),2173,다올약국,2.02008E+13,U,40:00.0,,208638.3118,454756.6418,동물약국,,0,
10881,동물약국,02_03_02_P,4040000,4.04E+17,20190827,,3,폐업,2,폐업,20220829,,,,031-795-5427,,,경기도 하남시 망월동 1087 마들렌 109호,"경기도 하남시 미사강변중앙로204번길 11, 마들렌 1층 109호 (망월동)",12913,미사이화약국,2.02208E+13,U,40:00.0,,216732.1347,451453.4923,동물약국,,0,0
10882,동물약국,02_03_02_P,3200000,3.2E+17,20190910,,3,폐업,2,폐업,20210412,,,,02-6954-0579,,,서울특별시 관악구 신림동 1433-44,"서울특별시 관악구 남부순환로 1605, 1층 (신림동)",8759,필약국,2.02104E+13,U,40:00.0,,193658.2444,442468.3493,동물약국,,0,
10883,동물약국,02_03_02_P,3050000,3.05E+17,20190827,,3,폐업,2,폐업,20200630,,,,02-2246-9885,0,,서울특별시 동대문구 장안동 369-2,"서울특별시 동대문구 장한로 129, 1층 (장안동)",2624,그린약국,2.02205E+13,U,40:00.0,,206199.3544,452193.5778,동물약국,,0,0
10884,동물약국,02_03_02_P,3910000,3.91E+17,20190827,,3,폐업,2,폐업,,,,,,0,,경기도 평택시 용이동 687-4,경기도 평택시 용죽2로 32-44 (용이동),17870,사랑의약국,2.02007E+13,U,40:00.0,,211103.165,387875.73,동물약국,,0,
10885,동물약국,02_03_02_P,3910000,3.91E+17,20190827,,3,폐업,2,폐업,20200720,,,,,,,경기도 평택시 용이동 687-4,경기도 평택시 용죽2로 32-44 (용이동),17870,사랑의약국,2.02007E+13,U,40:00.0,,211103.165,387875.73,동물약국,,0,
10886,동물약국,02_03_02_P,3110000,3.11E+17,20190906,,3,폐업,2,폐업,20201012,,,,02-386-7585,,,서울특별시 은평구 대조동 12-12 1층,"서울특별시 은평구 불광로 27, 1층 (대조동)",3396,밝은약국,2.02101E+13,U,40:00.0,,193644.3877,456494.7576,동물약국,,0,
